Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type,Temp_diff,Rot_speed_rad/s,Power,Tool_Torque,Machine failure,UDI
301.7,309.8,1491,39.3,114,1,8.100000000000023,156.1371548834127,6136.190186918119,4480.2,0,4344
301.8,309.9,1418,51.3,116,0,8.099999999999966,148.49261275967754,7617.671034571457,5950.799999999999,0,4345
301.8,309.8,1546,39.8,121,2,8.0,161.896741414994,6443.490308316761,4815.799999999999,0,4346
301.8,309.7,1598,30.4,124,1,7.899999999999977,167.3421686812163,5087.201927908975,3769.6,0,4347
301.9,309.8,1724,27.5,126,0,7.900000000000034,180.53685782629344,4964.7635902230695,3465.0,0,4348
301.9,309.8,1507,44.7,131,1,7.900000000000034,157.81267096532727,7054.22639215013,5855.700000000001,0,4349
301.9,309.7,1595,31.4,133,1,7.800000000000011,167.02800941585733,5244.67949565792,4176.2,0,4350
301.9,309.7,1568,37.5,135,2,7.800000000000011,164.2005760276265,6157.5216010359945,5062.5,0,4351
301.8,309.6,1432,43.7,138,1,7.800000000000011,149.9586893313528,6553.194723780117,6030.6,0,4352
301.9,309.7,1424,42.8,140,1,7.800000000000011,149.1209312903955,6382.375859228927,5992.0,0,4353
302.0,309.7,1386,62.7,142,2,7.699999999999989,145.14158059584844,9100.377103359697,8903.4,1,4354
302.0,309.8,1456,58.1,145,1,7.800000000000011,152.4719634542246,8858.62107669045,8424.5,0,4355
302.0,309.8,1280,57.3,147,0,7.800000000000011,134.0412865531645,7680.565719496325,8423.1,1,4356
302.0,309.8,1649,31.0,152,1,7.800000000000011,172.68287619231896,5353.169161961888,4712.0,0,4357
302.0,309.9,1407,52.8,154,1,7.899999999999977,147.3406954533613,7779.588719937476,8131.2,0,4358
302.0,309.9,1606,34.5,156,0,7.899999999999977,168.17992672217358,5802.207471914989,5382.0,0,4359
302.1,310.0,1531,38.0,161,2,7.899999999999977,160.3259450881991,6092.385913351565,6118.0,0,4360
302.1,310.1,1543,35.8,164,1,8.0,161.58258214963502,5784.656440956933,5871.2,0,4361
302.1,310.1,1379,48.2,166,2,8.0,144.40854231001083,6960.491739342522,8001.200000000001,1,4362
302.1,310.1,1447,46.6,169,1,8.0,151.52948565814768,7061.274031669682,7875.400000000001,0,4363
302.1,310.1,1844,24.6,171,0,8.0,193.1032284406526,4750.339419640054,4206.6,0,4364
302.1,310.1,1615,29.9,176,0,8.0,169.12240451825053,5056.759895095691,5262.4,0,4365
302.0,310.0,1449,48.8,181,1,8.0,151.738925168387,7404.859548217285,8832.8,0,4366
302.0,309.9,1388,51.4,183,1,7.899999999999977,145.35102010608776,7471.042433452911,9406.199999999999,0,4367
302.0,309.9,1447,42.8,185,0,7.899999999999977,151.52948565814768,6485.461986168721,7917.999999999999,0,4368
302.0,310.0,1664,28.6,190,1,8.0,174.25367251911385,4983.6550340466565,5434.0,0,4369
302.0,309.9,1735,27.2,192,0,7.899999999999977,181.6887751326097,4941.9346836069835,5222.4,0,4370
302.0,309.9,1308,57.6,197,1,7.899999999999977,136.973439696515,7889.670126519263,11347.2,1,4371
302.0,309.8,1480,40.0,199,1,7.800000000000011,154.98523757709646,6199.409503083858,7960.0,0,4372
301.9,309.6,1439,41.7,201,2,7.7000000000000455,150.6917276171904,6283.84504163684,8381.7,0,4373
301.9,309.7,1533,35.9,204,2,7.800000000000011,160.5353845984384,5763.220307083939,7323.599999999999,0,4374
302.0,309.7,1551,34.8,207,1,7.699999999999989,162.4203401905923,5652.227838632612,7203.599999999999,0,4375
302.0,309.7,1414,36.3,209,1,7.699999999999989,148.0737337391989,5375.07653473292,7586.7,0,4376
301.9,309.6,1551,34.6,211,2,7.7000000000000455,162.4203401905923,5619.743770594494,7300.6,0,4377
301.8,309.6,1436,49.0,214,2,7.800000000000011,150.37756835183143,7368.50084923974,10486.0,0,4378
301.9,309.6,1385,45.8,217,2,7.7000000000000455,145.03686084072876,6642.688226505377,9938.599999999999,0,4379
301.8,309.5,1732,30.1,220,2,7.699999999999989,181.37461586725072,5459.375937604247,6622.0,0,4380
301.9,309.6,1410,49.0,223,1,7.7000000000000455,147.65485471872026,7235.087881217292,10927.0,0,4381
301.9,309.6,1446,43.2,225,1,7.7000000000000455,151.42476590302803,6541.549887010811,9720.0,0,4382
301.8,309.5,1525,39.6,227,1,7.699999999999989,159.69762655748113,6324.026011676253,8989.2,0,4383
301.7,309.5,1298,65.5,229,1,7.800000000000011,135.92624214531838,8903.168860518354,14999.5,1,4384
301.8,309.6,1443,42.7,231,1,7.800000000000011,151.11060663766904,6452.422903428468,9863.7,0,4385
301.8,309.7,1442,45.3,233,1,7.899999999999977,151.0058868825494,6840.566675779487,10554.9,1,4386
301.9,309.7,1719,31.9,0,1,7.800000000000011,180.01325905069513,5742.422963717174,0.0,0,4387
302.0,309.8,1532,39.4,2,1,7.800000000000011,160.43066484331877,6320.968194826759,78.8,0,4388
302.0,309.8,1701,27.2,4,1,7.800000000000011,178.12830345854127,4845.089854072322,108.8,0,4389
302.1,310.0,1355,45.1,6,2,7.899999999999977,141.89526818713898,6399.476595239968,270.6,1,4390
302.2,310.1,1421,45.4,9,2,7.900000000000034,148.80677202503654,6755.827449936659,408.59999999999997,0,4391
302.2,310.1,1368,51.6,12,2,7.900000000000034,143.25662500369455,7392.041850190639,619.2,1,4392
302.2,310.1,1458,45.1,15,1,7.900000000000034,152.68140296446393,6885.931273697323,676.5,0,4393
302.2,310.1,1572,34.6,17,2,7.900000000000034,164.61945504810515,5695.833144664439,588.2,0,4394
302.2,310.0,1483,48.7,20,1,7.800000000000011,155.29939684245542,7563.080626227579,974.0,0,4395
302.3,310.1,1513,40.4,22,1,7.800000000000011,158.44098949604523,6401.015975640227,888.8,0,4396
302.3,310.1,1383,42.9,24,0,7.800000000000011,144.82742133048944,6213.0963750779965,1029.6,0,4397
302.4,310.2,1539,37.7,29,1,7.800000000000011,161.16370312915637,6075.871607969196,1093.3000000000002,0,4398
302.3,310.1,1563,37.8,31,2,7.800000000000011,163.67697725202822,6186.989740126666,1171.8,0,4399
302.3,310.1,1653,29.7,34,1,7.800000000000011,173.1017552127976,5141.122129820089,1009.8,0,4400
302.3,310.1,1353,50.9,36,1,7.800000000000011,141.68582867689966,7211.808679654193,1832.3999999999999,1,4401
302.2,310.0,1468,43.6,38,0,7.800000000000011,153.72860051566053,6702.566982482799,1656.8,0,4402
302.3,310.2,1506,33.8,43,0,7.899999999999977,157.7079512102076,5330.528750905017,1453.3999999999999,0,4403
302.3,310.1,1388,49.9,48,1,7.800000000000011,145.35102010608776,7253.015903293779,2395.2,0,4404
302.4,310.2,1485,45.9,50,2,7.800000000000011,155.50883635269474,7137.855588588688,2295.0,0,4405
302.4,310.2,1331,45.5,53,1,7.800000000000011,139.38199406426716,6341.880729924156,2411.5,1,4406
302.5,310.3,1326,58.5,55,1,7.800000000000011,138.85839528866885,8123.216124387128,3217.5,1,4407
302.3,310.2,1394,55.4,57,1,7.899999999999977,145.97933863680572,8087.255360479036,3157.7999999999997,0,4408
302.4,310.1,2009,18.9,59,1,7.7000000000000455,210.38198803539646,3976.219573868993,1115.1,0,4409
302.4,310.1,1358,54.6,61,2,7.7000000000000455,142.20942745249795,7764.6347389063885,3330.6,1,4410
302.5,310.2,1586,32.2,64,1,7.699999999999989,166.0855316197804,5347.954118156929,2060.8,0,4411
302.5,310.3,1688,31.6,66,1,7.800000000000011,176.7669466419857,5585.835513886748,2085.6,0,4412
302.6,310.5,1450,43.2,68,1,7.899999999999977,151.84364492350667,6559.6454606954885,2937.6000000000004,0,4413
302.7,310.5,1398,47.3,70,2,7.800000000000011,146.39821765728436,6924.63569518955,3311.0,0,4414
302.7,310.5,1520,39.3,73,1,7.800000000000011,159.17402778188284,6255.539291827995,2868.8999999999996,0,4415
302.6,310.4,1514,42.7,75,1,7.7999999999999545,158.54570925116488,6769.901785024741,3202.5,0,4416
302.6,310.4,1532,36.1,77,2,7.7999999999999545,160.43066484331877,5791.547000843808,2779.7000000000003,0,4417
302.6,310.4,1365,66.8,80,1,7.7999999999999545,142.94246573833559,9548.556711320816,5344.0,1,4418
302.6,310.3,1642,33.2,82,1,7.699999999999989,171.94983790648135,5708.734618495181,2722.4,0,4419
302.6,310.2,2676,10.8,84,2,7.599999999999966,280.23006470020954,3026.484698762263,907.2,1,4420
302.6,310.2,1873,21.3,87,0,7.599999999999966,196.14010133912274,4177.7841585233145,1853.1000000000001,0,4421
302.6,310.2,1325,62.4,92,1,7.599999999999966,138.7536755335492,8658.22935329347,5740.8,1,4422
302.6,310.2,2157,17.2,94,2,7.599999999999966,225.8805117931061,3885.1448028414247,1616.8,0,4423
302.6,310.2,1563,39.0,97,2,7.599999999999966,163.67697725202822,6383.402112829101,3783.0,0,4424
302.6,310.2,1631,31.0,100,2,7.599999999999966,170.79792060016507,5294.735538605117,3100.0,0,4425
302.5,310.2,1547,36.9,103,1,7.699999999999989,162.00146117011366,5977.853917177194,3800.7,0,4426
302.6,310.3,1479,40.4,105,1,7.699999999999989,154.88051782197678,6257.172920007862,4242.0,0,4427
302.4,310.1,1379,48.9,107,2,7.7000000000000455,144.40854231001083,7061.577718959529,5232.3,1,4428
302.4,310.1,1906,21.2,110,1,7.7000000000000455,199.59585325807151,4231.432089071116,2332.0,0,4429
302.3,310.1,1731,33.4,112,2,7.800000000000011,181.26989611213105,6054.414530145177,3740.7999999999997,0,4430
302.3,310.1,1688,30.4,115,0,7.800000000000011,176.7669466419857,5373.715177916365,3496.0,0,4431
302.3,310.2,1443,54.6,120,0,7.899999999999977,151.11060663766904,8250.63912241673,6552.0,0,4432
302.4,310.2,1445,46.4,125,1,7.800000000000011,151.32004614790836,7021.250141262947,5800.0,0,4433
302.4,310.2,1435,44.9,127,0,7.800000000000011,150.27284859671175,6747.250901992357,5702.3,0,4434
302.4,310.1,1556,32.9,132,1,7.7000000000000455,162.9439389661906,5360.85559198767,4342.8,0,4435
302.3,310.1,1321,52.7,134,1,7.800000000000011,138.33479651307056,7290.243776238819,7061.8,1,4436
302.4,310.1,1577,35.8,136,2,7.7000000000000455,165.14305382370344,5912.121326888583,4868.799999999999,0,4437
302.4,310.2,1578,31.2,139,1,7.800000000000011,165.24777357882311,5155.7305356592815,4336.8,0,4438
302.4,310.1,1418,52.3,141,1,7.7000000000000455,148.49261275967754,7766.163647331135,7374.299999999999,0,4439
302.4,310.2,1392,55.8,143,2,7.800000000000011,145.7698991265664,8133.960371262405,7979.4,0,4440
302.5,310.3,1446,44.0,146,1,7.800000000000011,151.42476590302803,6662.689699733233,6424.0,0,4441
302.5,310.2,1329,50.6,148,1,7.699999999999989,139.17255455402784,7042.131260433809,7488.8,1,4442
302.5,310.2,1563,34.8,150,1,7.699999999999989,163.67697725202822,5695.958808370582,5220.0,0,4443
302.5,310.3,1405,57.4,152,1,7.800000000000011,147.13125594312197,8445.3340911352,8724.8,0,4444
302.4,310.2,2224,16.0,154,1,7.800000000000011,232.8967353861233,3726.347766177973,2464.0,0,4445
302.5,310.2,1716,29.9,156,1,7.699999999999989,179.69909978533616,5373.0030835815505,4664.4,0,4446
302.5,310.3,1584,35.5,158,1,7.800000000000011,165.87609210954108,5888.601269888708,5609.0,0,4447
302.5,310.3,1488,41.8,160,2,7.800000000000011,155.82299561805374,6513.401216834646,6688.0,0,4448
302.4,310.3,1374,51.2,163,1,7.900000000000034,143.8849435344125,7366.909108961921,8345.6,1,4449
302.4,310.3,1378,54.3,165,2,7.900000000000034,144.30382255489116,7835.697564730589,8959.5,1,4450
302.5,310.3,1551,37.3,168,1,7.800000000000011,162.4203401905923,6058.278689109092,6266.4,0,4451
302.5,310.3,1549,40.9,170,1,7.800000000000011,162.21090068035298,6634.425837826437,6953.0,0,4452
302.5,310.3,1447,39.2,172,2,7.800000000000011,151.52948565814768,5939.955837799389,6742.400000000001,0,4453
302.4,310.2,1400,53.7,175,1,7.800000000000011,146.60765716752368,7872.831189896022,9397.5,0,4454
302.4,310.1,1401,48.8,177,1,7.7000000000000455,146.71237692264333,7159.563993824994,8637.6,0,4455
302.4,310.1,1597,28.9,179,0,7.7000000000000455,167.23744892609665,4833.1622739641925,5173.099999999999,0,4456
302.3,310.1,1487,46.0,184,1,7.800000000000011,155.71827586293406,7163.040689694967,8464.0,0,4457
302.5,310.3,1710,27.3,186,2,7.800000000000011,179.0707812546182,4888.632328251077,5077.8,0,4458
302.6,310.4,1478,47.7,189,1,7.7999999999999545,154.77579806685713,7382.805567789086,9015.300000000001,0,4459
302.6,310.4,1743,26.3,191,1,7.7999999999999545,182.52653317356697,4800.447822464812,5023.3,0,4460
302.6,310.5,1596,32.8,193,1,7.899999999999977,167.13272917097697,5481.953516808044,6330.4,0,4461
302.7,310.5,1642,30.8,195,1,7.800000000000011,171.94983790648135,5296.055007519626,6006.0,0,4462
302.7,310.5,1263,67.8,197,1,7.800000000000011,132.26105071613028,8967.299238553633,13356.599999999999,1,4463
302.8,310.6,2016,19.9,199,1,7.800000000000011,211.1150263212341,4201.189023792558,3960.1,0,4464
302.8,310.6,1671,30.5,201,1,7.800000000000011,174.98671080495146,5337.094679551019,6130.5,0,4465
302.8,310.6,1404,43.2,203,1,7.800000000000011,147.02653618800232,6351.5463633217005,8769.6,0,4466
302.8,310.6,1470,41.1,205,1,7.800000000000011,153.93804002589985,6326.853445064484,8425.5,0,4467
302.8,310.6,1617,37.9,207,1,7.800000000000011,169.33184402848985,6417.676888679765,7845.299999999999,0,4468
302.7,310.5,1725,29.0,209,1,7.800000000000011,180.6415775814131,5238.60574986098,6061.0,0,4469
302.7,310.5,1446,40.9,211,1,7.800000000000011,151.42476590302803,6193.2729254338465,8629.9,1,4470
302.7,310.6,1564,34.3,0,1,7.900000000000034,163.78169700714787,5617.712207345171,0.0,0,4471
302.8,310.6,1670,29.1,2,1,7.800000000000011,174.8819910498318,5089.065939550106,58.2,0,4472
302.7,310.6,1501,48.7,4,1,7.900000000000034,157.1843524346093,7654.877963565474,194.8,0,4473
302.7,310.5,1551,35.9,6,1,7.800000000000011,162.4203401905923,5830.890212842263,215.39999999999998,0,4474
302.7,310.5,1563,35.0,8,1,7.800000000000011,163.67697725202822,5728.694203820988,280.0,0,4475
302.7,310.5,1351,41.8,10,1,7.800000000000011,141.47638916666034,5913.713067166402,418.0,1,4476
302.6,310.4,1415,52.1,12,1,7.7999999999999545,148.17845349431857,7720.097427053998,625.2,0,4477
302.6,310.3,1647,34.2,14,1,7.699999999999989,172.47343668207964,5898.591534527124,478.80000000000007,0,4478
302.5,310.2,1477,41.6,16,1,7.699999999999989,154.67107831173746,6434.316857768278,665.6,0,4479
302.6,310.2,1923,21.5,18,1,7.599999999999966,201.37608909510573,4329.585915544773,387.0,0,4480
302.7,310.4,1305,55.2,20,0,7.699999999999989,136.659280431156,7543.592279799811,1104.0,1,4481
302.6,310.4,1544,35.1,25,2,7.7999999999999545,161.6873019047547,5675.22429685689,877.5,0,4482
302.7,310.5,1568,36.9,28,0,7.800000000000011,164.2005760276265,6059.001255419418,1033.2,0,4483
302.7,310.4,1489,42.7,33,1,7.699999999999989,155.92771537317338,6658.113446434504,1409.1000000000001,0,4484
302.6,310.4,1451,43.1,35,2,7.7999999999999545,151.94836467862632,6548.974517648795,1508.5,0,4485
302.7,310.4,1542,35.7,38,1,7.699999999999989,161.47786239451537,5764.759687484199,1356.6000000000001,0,4486
302.6,310.5,1965,20.2,40,2,7.899999999999977,205.77431881013143,4156.641239964655,808.0,0,4487
302.5,310.5,1436,36.5,43,1,8.0,150.37756835183143,5488.781244841847,1569.5,0,4488
302.5,310.4,1509,37.6,45,2,7.899999999999977,158.0221104755666,5941.631353881304,1692.0,0,4489
302.5,310.4,1487,40.2,48,1,7.899999999999977,155.71827586293406,6259.87468968995,1929.6000000000001,0,4490
302.5,310.4,1967,20.3,50,1,7.899999999999977,205.98375832037075,4181.470293903526,1015.0,0,4491
302.6,310.4,1409,53.3,52,0,7.7999999999999545,147.5501349636006,7864.422193559913,2771.6,0,4492
302.6,310.5,1420,56.4,57,2,7.899999999999977,148.70205226991686,8386.79574802331,3214.7999999999997,0,4493
302.7,310.5,1511,37.7,60,1,7.800000000000011,158.2315499858059,5965.329434464883,2262.0,0,4494
302.6,310.4,1649,30.1,62,0,7.7999999999999545,172.68287619231896,5197.754573388801,1866.2,0,4495
302.6,310.4,1359,57.2,67,1,7.7999999999999545,142.31414720761762,8140.369220275728,3832.4,1,4496
302.5,310.4,1605,36.0,69,2,7.899999999999977,168.07520696705393,6050.707450813941,2484.0,0,4497
302.5,310.3,1523,36.0,72,1,7.800000000000011,159.48818704724184,5741.574733700706,2592.0,0,4498
302.6,310.4,1614,36.0,74,0,7.7999999999999545,169.01768476313086,6084.636651472711,2664.0,0,4499
302.6,310.3,1721,27.4,79,0,7.699999999999989,180.22269856093445,4938.101940569603,2164.6,0,4500
302.6,310.4,1638,36.2,84,1,7.7999999999999545,171.5309588860027,6209.420711673299,3040.8,0,4501
302.5,310.2,1307,54.0,86,1,7.699999999999989,136.8687199413953,7390.910876835347,4644.0,1,4502
302.4,310.2,1642,28.3,88,1,7.800000000000011,171.94983790648135,4866.180412753422,2490.4,0,4503
302.5,310.2,1751,30.5,90,2,7.699999999999989,183.36429121452426,5592.61088204299,2745.0,0,4504
302.4,310.1,1645,31.6,93,1,7.7000000000000455,172.26399717184032,5443.542310630154,2938.8,0,4505
302.4,310.1,1426,46.8,95,1,7.7000000000000455,149.33037080063482,6988.661353469709,4446.0,0,4506
302.4,310.1,1520,36.6,97,2,7.7000000000000455,159.17402778188284,5825.769416816912,3550.2000000000003,0,4507
302.4,310.1,1709,31.8,100,1,7.7000000000000455,178.96606149949855,5691.120755684054,3180.0,0,4508
302.4,310.0,1426,46.6,102,1,7.600000000000023,149.33037080063482,6958.795279309583,4753.2,0,4509
302.4,310.1,1429,43.7,104,1,7.7000000000000455,149.6445300659938,6539.465963883929,4544.8,0,4510
302.4,310.2,1346,62.4,106,1,7.800000000000011,140.95279039106205,8795.454120402272,6614.4,1,4511
302.5,310.2,1454,43.0,108,1,7.699999999999989,152.2625239439853,6547.2885295913675,4644.0,0,4512
302.5,310.3,1411,49.5,110,2,7.800000000000011,147.75957447383993,7314.098936455077,5445.0,0,4513
302.4,310.3,1900,24.4,113,1,7.900000000000034,198.96753472735355,4854.807847347426,2757.2,0,4514
302.4,310.3,1479,36.2,115,1,7.900000000000034,154.88051782197678,5606.67474515556,4163.0,0,4515
302.5,310.4,1415,48.2,117,1,7.899999999999977,148.17845349431857,7142.201458426156,5639.400000000001,0,4516
302.5,310.3,1539,39.0,119,1,7.800000000000011,161.16370312915637,6285.384422037098,4641.0,0,4517
302.4,310.3,1520,31.6,121,1,7.900000000000034,159.17402778188284,5029.899277907498,3823.6000000000004,0,4518
302.4,310.3,1480,45.8,123,1,7.900000000000034,154.98523757709646,7098.323881031018,5633.4,0,4519
302.4,310.4,1666,29.7,125,1,8.0,174.46311202935317,5181.554427271789,3712.5,0,4520
302.4,310.4,1456,47.6,127,1,8.0,152.4719634542246,7257.665460421092,6045.2,0,4521
302.4,310.4,1865,23.9,129,1,8.0,195.30234329816545,4667.726004826154,3083.1,0,4522
302.5,310.5,1918,21.6,131,2,8.0,200.85249031950744,4338.413790901361,2829.6000000000004,0,4523
302.5,310.4,1488,48.4,134,1,7.899999999999977,155.82299561805374,7541.832987913801,6485.599999999999,0,4524
302.5,310.5,1527,38.8,136,2,8.0,159.90706606772045,6204.394163427553,5276.799999999999,0,4525
302.4,310.4,1463,42.2,139,2,8.0,153.20500174006224,6465.251073430627,5865.8,0,4526
302.4,310.4,1521,38.5,142,1,8.0,159.27874753700252,6132.231780174597,5467.0,0,4527
302.4,310.5,1372,45.7,144,2,8.100000000000023,143.6755040241732,6565.970533904715,6580.8,1,4528
302.5,310.5,1507,39.5,147,1,8.0,157.81267096532727,6233.600503130428,5806.5,0,4529
302.4,310.4,1586,34.3,149,2,8.0,166.0855316197804,5696.733734558467,5110.7,0,4530
302.5,310.4,1487,42.0,152,1,7.899999999999977,155.71827586293406,6540.16758624323,6384.0,0,4531
302.5,310.5,1520,41.2,154,1,8.0,159.17402778188284,6557.969944613574,6344.8,0,4532
302.5,310.4,1422,41.9,156,0,7.899999999999977,148.91149178015618,6239.391505588544,6536.4,0,4533
302.4,310.3,1375,52.5,161,2,7.900000000000034,143.9896632895322,7559.45732270044,8452.5,1,4534
302.4,310.2,1633,28.0,164,1,7.800000000000011,171.0073601104044,4788.206083091323,4592.0,0,4535
302.4,310.2,1503,36.2,166,1,7.800000000000011,157.39379194484863,5697.6552684035205,6009.200000000001,0,4536
302.4,310.2,1351,45.1,168,1,7.800000000000011,141.47638916666034,6380.585151416381,7576.8,1,4537
302.3,310.2,1548,35.3,170,1,7.899999999999977,162.1061809252333,5722.348186660735,6000.999999999999,0,4538
302.4,310.3,1923,23.3,172,1,7.900000000000034,201.37608909510573,4692.062875915964,4007.6,0,4539
302.5,310.3,1592,32.6,174,1,7.800000000000011,166.71385015049836,5434.871514906246,5672.400000000001,0,4540
302.5,310.4,1580,35.6,176,2,7.899999999999977,165.45721308906244,5890.276785970623,6265.6,0,4541
302.5,310.4,1427,46.8,179,1,7.899999999999977,149.4350905557545,6993.56223800931,8377.199999999999,0,4542
302.5,310.4,1581,32.7,181,2,7.899999999999977,165.56193284418208,5413.875204004755,5918.700000000001,0,4543
302.6,310.5,1542,39.9,184,2,7.899999999999977,161.47786239451537,6442.966709541163,7341.599999999999,0,4544
302.5,310.4,1349,55.1,187,1,7.899999999999977,141.26694965642102,7783.808926068798,10303.7,1,4545
302.5,310.5,1463,43.0,189,1,8.0,153.20500174006224,6587.815074822676,8127.0,0,4546
302.5,310.4,1429,43.2,191,2,7.899999999999977,149.6445300659938,6464.643698850932,8251.2,0,4547
302.5,310.4,1451,53.6,194,2,7.899999999999977,151.94836467862632,8144.432346774371,10398.4,0,4548
302.6,310.5,1511,37.2,197,1,7.899999999999977,158.2315499858059,5886.2136594719805,7328.400000000001,0,4549
302.6,310.6,1549,37.5,199,1,8.0,162.21090068035298,6082.908775513237,7462.5,0,4550
302.5,310.5,1507,40.2,201,2,8.0,157.81267096532727,6344.069372806157,8080.200000000001,0,4551
302.6,310.5,1524,33.7,204,2,7.899999999999977,159.59290680236148,5378.280959239582,6874.8,0,4552
302.7,310.5,1880,22.7,207,2,7.800000000000011,196.87313962496037,4469.0202694866,4698.9,0,4553
302.6,310.5,1461,45.4,0,1,7.899999999999977,152.99556222982292,6945.99852523396,0.0,0,4554
302.6,310.5,1748,28.2,2,1,7.899999999999977,183.05013194916526,5162.01372096646,56.4,0,4555
302.7,310.6,1690,26.7,4,1,7.900000000000034,176.97638615222502,4725.2695102644075,106.8,0,4556
302.7,310.6,1349,51.2,6,2,7.900000000000034,141.26694965642102,7232.867822408756,307.20000000000005,1,4557
302.7,310.6,1686,26.3,9,1,7.900000000000034,176.55750713174638,4643.46243756493,236.70000000000002,0,4558
302.7,310.7,1369,47.5,11,1,8.0,143.36134475881423,6809.663876043675,522.5,1,4559
302.7,310.7,1433,43.7,13,1,8.0,150.06340908647243,6557.770977078846,568.1,0,4560
302.7,310.7,1597,41.9,15,1,8.0,167.23744892609665,7007.2491100034495,628.5,0,4561
302.9,310.8,1610,32.2,17,1,7.900000000000034,168.59880574265222,5428.881544913402,547.4000000000001,0,4562
302.7,310.7,1398,57.7,19,1,8.0,146.39821765728436,8447.177158825309,1096.3,0,4563
302.7,310.7,1977,20.0,21,1,8.0,207.03095587156736,4140.619117431347,420.0,0,4564
302.8,310.8,1516,39.5,23,1,8.0,158.7551487614042,6270.828376075466,908.5,0,4565
302.7,310.8,1275,55.0,25,0,8.100000000000023,133.5176877775662,7343.472827766142,1375.0,1,4566
302.8,310.8,1402,50.5,30,1,8.0,146.817096677763,7414.263382227032,1515.0,0,4567
302.8,310.8,1451,44.7,32,2,8.0,151.94836467862632,6792.091901134597,1430.4,0,4568
302.7,310.8,1555,36.1,35,2,8.100000000000023,162.83921921107094,5878.495813519661,1263.5,0,4569
302.8,310.9,1636,35.0,38,1,8.099999999999966,171.3215193757634,5996.253178151718,1330.0,0,4570
302.8,310.9,1312,52.2,40,1,8.099999999999966,137.3923187169936,7171.879037027066,2088.0,1,4571
302.8,310.9,1708,29.8,42,1,8.099999999999966,178.86134174437888,5330.067983982491,1251.6000000000001,0,4572
302.9,311.0,1556,36.5,44,2,8.100000000000023,162.9439389661906,5947.453772265956,1606.0,0,4573
302.8,311.0,1436,43.5,47,0,8.199999999999989,150.37756835183143,6541.424223304667,2044.5,0,4574
302.9,311.0,1402,40.7,52,2,8.100000000000023,146.817096677763,5975.455834784954,2116.4,0,4575
302.9,311.0,1437,49.9,55,2,8.100000000000023,150.48228810695107,7509.066176536859,2744.5,0,4576
302.9,311.1,1926,21.8,58,2,8.200000000000045,201.69024836046472,4396.847414258131,1264.4,0,4577
303.0,311.2,1800,23.7,61,1,8.199999999999989,188.49555921538757,4467.344753404685,1445.7,0,4578
303.0,311.2,1641,32.6,63,1,8.199999999999989,171.84511815136167,5602.150851734391,2053.8,0,4579
303.0,311.2,1374,48.2,65,1,8.199999999999989,143.8849435344125,6935.254278358683,3133.0,1,4580
303.0,311.2,1494,37.0,67,1,8.199999999999989,156.4513141487717,5788.698623504553,2479.0,0,4581
303.0,311.2,1601,32.9,69,1,8.199999999999989,167.6563279465753,5515.893189442327,2270.1,0,4582
302.9,311.2,1634,36.9,71,1,8.300000000000011,171.11207986552407,6314.035747037838,2619.9,0,4583
302.9,311.2,1467,37.7,73,2,8.300000000000011,153.62388076054089,5791.620304672392,2752.1000000000004,0,4584
302.8,311.1,1550,32.3,76,1,8.300000000000011,162.31562043547262,5242.794540065765,2454.7999999999997,0,4585
302.8,311.1,1563,32.2,78,1,8.300000000000011,163.67697725202822,5270.398667515309,2511.6000000000004,0,4586
302.7,310.9,1395,48.3,80,1,8.199999999999989,146.08405839192537,7055.860020329995,3864.0,0,4587
302.8,311.0,1507,33.4,82,2,8.199999999999989,157.81267096532727,5270.9432102419305,2738.7999999999997,0,4588
302.8,311.0,1564,38.5,85,1,8.199999999999989,163.78169700714787,6305.595334775193,3272.5,0,4589
302.8,311.1,1721,30.0,87,1,8.300000000000011,180.22269856093445,5406.680956828033,2610.0,0,4590
302.8,311.1,1456,36.1,89,1,8.300000000000011,152.4719634542246,5504.237880697508,3212.9,0,4591
302.9,311.2,2102,17.8,91,0,8.300000000000011,220.12092526152483,3918.1524696551423,1619.8,0,4592
302.9,311.1,1555,33.9,96,1,8.200000000000045,162.83921921107094,5520.249531255305,3254.3999999999996,0,4593
303.0,311.2,1409,41.9,98,1,8.199999999999989,147.5501349636006,6182.350654974865,4106.2,0,4594
303.0,311.2,1387,41.4,100,2,8.199999999999989,145.24630035096808,6013.196834530078,4140.0,0,4595
303.0,311.2,1460,43.9,103,2,8.199999999999989,152.89084247470325,6711.9079846394725,4521.7,0,4596
303.0,311.2,1361,47.6,106,1,8.199999999999989,142.52358671785694,6784.122727769991,5045.6,1,4597
303.0,311.1,1490,43.0,108,2,8.100000000000023,156.03243512829306,6709.394710516602,4644.0,0,4598
303.1,311.2,1399,49.2,111,1,8.099999999999966,146.502937412404,7207.944520690277,5461.200000000001,0,4599
303.1,311.1,1420,55.8,113,1,8.0,148.70205226991686,8297.57451666136,6305.4,0,4600
303.0,311.0,1359,44.2,115,1,8.0,142.31414720761762,6290.285306576699,5083.0,1,4601
303.0,311.1,1372,54.3,117,2,8.100000000000023,143.6755040241732,7801.579868512604,6353.099999999999,1,4602
303.0,311.0,1409,41.7,120,2,8.0,147.5501349636006,6152.840627982146,5004.0,0,4603
